Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Day_Perc_Change,Trend
GMRINFRA,EQ,2018-01-05,21.05,21.2,21.65,21.0,21.2,21.2,21.29,36937018,786396012.05,28584,10463334,28.33,0.7125890736342066,Slight positive
GMRINFRA,EQ,2018-01-08,21.2,21.35,22.75,21.1,21.9,22.0,21.98,78370420,1722297241.9,39477,22328104,28.49,3.7735849056603765,Among top gainers
GMRINFRA,EQ,2018-01-09,22.0,22.15,22.25,21.0,21.15,21.2,21.48,48250453,1036651625.1,29921,12934741,26.81,-3.6363636363636376,Among top losers
GMRINFRA,EQ,2018-01-10,21.2,21.25,22.6,21.25,22.2,22.3,21.92,66971505,1467706761.85,38906,25726902,38.41,5.188679245283034,Among top gainers
GMRINFRA,EQ,2018-01-11,22.3,22.5,22.75,21.6,21.65,21.75,22.06,58798350,1296983945.25,37952,19407993,33.01,-2.4663677130044914,Negative
GMRINFRA,EQ,2018-01-12,21.75,21.7,21.95,20.6,20.95,21.0,21.26,60645340,1289359301.25,31121,19008234,31.34,-3.4482758620689613,Among top losers
GMRINFRA,EQ,2018-01-15,21.0,21.3,22.35,21.1,22.1,22.1,21.9,73298480,1605509359.75,32743,25780238,35.17,5.238095238095242,Among top gainers
GMRINFRA,EQ,2018-01-16,22.1,22.3,23.6,21.85,22.7,22.5,22.73,142090074,3230185031.4,70765,36706782,25.83,1.8099547511312153,Positive
GMRINFRA,EQ,2018-01-17,22.5,22.85,24.4,22.35,24.0,24.1,23.7,240175549,5692563750.0,122042,48392122,20.15,7.1111111111111125,Bear drop
GMRINFRA,EQ,2018-01-18,24.1,24.4,25.05,22.3,22.65,22.75,23.88,169390298,4044287714.0,83596,39589502,23.37,-5.601659751037347,Among top losers
GMRINFRA,EQ,2018-01-19,22.75,22.9,23.35,22.15,22.6,22.65,22.64,68548824,1552185216.2,54478,19183424,27.99,-0.4395604395604491,Slight or No change
GMRINFRA,EQ,2018-01-22,22.65,22.7,23.45,22.55,22.9,22.95,23.02,44668065,1028213270.1,26908,11635109,26.05,1.324503311258285,Positive
GMRINFRA,EQ,2018-01-23,22.95,23.3,24.25,23.25,23.8,23.85,23.77,100158161,2380981518.1,47021,31156577,31.11,3.9215686274509887,Among top gainers
GMRINFRA,EQ,2018-01-24,23.85,23.95,24.15,23.0,23.15,23.1,23.41,62787090,1470057371.0,34909,16157936,25.73,-3.1446540880503138,Among top losers
GMRINFRA,EQ,2018-01-25,23.1,23.35,23.4,22.35,22.55,22.75,22.94,55849465,1281000514.7,23133,16225778,29.05,-1.515151515151525,Negative
GMRINFRA,EQ,2018-01-29,22.75,22.75,23.45,22.5,22.6,22.7,22.93,50120454,1149319039.15,24133,11447701,22.84,-0.219780219780219,Slight or No change
GMRINFRA,EQ,2018-01-30,22.7,22.55,22.75,21.9,22.0,22.05,22.32,31148955,695337020.8,19209,5658493,18.17,-2.8634361233480066,Negative
GMRINFRA,EQ,2018-01-31,22.05,22.0,22.5,21.55,21.7,21.75,21.95,40644926,892032365.1,23234,5923698,14.57,-1.3605442176870763,Negative
GMRINFRA,EQ,2018-02-01,21.75,21.8,23.9,21.05,22.8,22.75,22.64,104502685,2365801034.75,51020,17750380,16.99,4.597701149425282,Among top gainers
GMRINFRA,EQ,2018-02-02,22.75,22.4,22.4,17.7,19.4,19.25,20.12,147724280,2972428628.0,77667,29876296,20.22,-15.384615384615385,Bull run
GMRINFRA,EQ,2018-02-05,19.25,18.8,20.4,18.15,20.25,20.15,19.7,85508428,1684346387.45,44480,10842709,12.68,4.675324675324677,Among top gainers
GMRINFRA,EQ,2018-02-06,20.15,18.2,19.7,18.2,19.35,19.35,19.06,70024411,1334649849.6,38968,8637599,12.34,-3.9702233250620167,Among top losers
GMRINFRA,EQ,2018-02-07,19.35,19.8,20.2,19.0,19.0,19.1,19.46,60140779,1170589802.2,33850,9775365,16.25,-1.2919896640826822,Negative
GMRINFRA,EQ,2018-02-08,19.1,19.1,19.7,19.0,19.3,19.35,19.4,34267301,664912953.55,20478,7286474,21.26,1.308900523560208,Positive
GMRINFRA,EQ,2018-02-09,19.35,19.0,19.9,18.55,19.55,19.55,19.35,34887960,675170949.5,18638,6036641,17.3,1.033591731266137,Positive
GMRINFRA,EQ,2018-02-12,19.55,19.85,20.55,19.65,20.0,20.05,20.12,47674295,959138828.15,23932,10813325,22.68,2.5575447570332477,Positive
GMRINFRA,EQ,2018-02-14,20.05,19.85,20.3,19.5,19.7,19.75,19.86,34448807,684027275.7,22012,7070056,20.52,-1.4962593516209544,Negative
GMRINFRA,EQ,2018-02-15,19.75,19.7,19.8,18.35,18.9,18.7,19.08,33112402,631885636.7,23264,8749433,26.42,-5.316455696202538,Among top losers
GMRINFRA,EQ,2018-02-16,18.7,18.9,19.1,18.15,18.35,18.3,18.54,35450986,657409764.55,19026,8274073,23.34,-2.1390374331550777,Negative
GMRINFRA,EQ,2018-02-19,18.3,18.45,18.6,17.3,17.9,17.85,17.78,35137702,624871424.0,21247,7625301,21.7,-2.4590163934426146,Negative
GMRINFRA,EQ,2018-02-20,17.85,17.6,18.35,17.5,17.6,17.65,17.82,29562111,526821189.6,16522,4974723,16.83,-1.120448179271727,Negative
GMRINFRA,EQ,2018-02-21,17.65,17.75,17.95,17.2,17.45,17.3,17.44,30344685,529320041.3,17030,6762048,22.28,-1.9830028328611804,Negative
GMRINFRA,EQ,2018-02-22,17.3,17.25,17.9,17.25,17.45,17.55,17.61,47791835,841714019.6,20861,10841034,22.68,1.4450867052023142,Positive
GMRINFRA,EQ,2018-02-23,17.55,17.7,19.0,17.6,19.0,18.75,18.27,52498421,959117252.6,28276,14908429,28.4,6.8376068376068355,Among top gainers
GMRINFRA,EQ,2018-02-26,18.75,19.5,19.5,18.75,19.1,19.05,19.08,31685841,604427322.6,21993,6223603,19.64,1.6000000000000014,Positive
GMRINFRA,EQ,2018-02-27,19.05,19.2,19.2,18.6,18.85,18.75,18.8,28062254,527667917.25,14165,4479683,15.96,-1.5748031496063075,Negative
GMRINFRA,EQ,2018-02-28,18.75,18.6,19.4,18.45,18.9,18.95,19.04,37442931,712976700.0,19278,6838561,18.26,1.0666666666666602,Positive
GMRINFRA,EQ,2018-03-01,18.95,18.9,19.2,18.5,18.65,18.6,18.87,22049883,415987687.25,12411,4180712,18.96,-1.846965699208436,Negative
GMRINFRA,EQ,2018-03-05,18.6,18.65,18.85,18.0,18.6,18.55,18.41,27905362,513699960.95,14548,4763319,17.07,-0.26881720430107503,Slight or No change
GMRINFRA,EQ,2018-03-06,18.55,18.75,18.9,17.65,17.85,18.0,18.47,28155206,520057362.1,15987,4627036,16.43,-2.964959568733161,Negative
GMRINFRA,EQ,2018-03-07,18.0,17.95,18.15,17.2,17.4,17.35,17.59,40740419,716634718.05,23483,5462236,13.41,-3.6111111111110983,Among top losers
GMRINFRA,EQ,2018-03-08,17.35,17.5,17.75,16.8,17.35,17.35,17.36,30889805,536185192.05,17570,4243188,13.74,0.0,Slight or No change
GMRINFRA,EQ,2018-03-09,17.35,17.3,17.5,17.0,17.05,17.1,17.26,25653611,442714155.6,14773,3895610,15.19,-1.4409221902017322,Negative
GMRINFRA,EQ,2018-03-12,17.1,17.3,17.6,16.75,17.3,17.45,17.19,30564825,525382861.2,17211,4535548,14.84,2.0467836257309857,Positive
GMRINFRA,EQ,2018-03-13,17.45,17.3,17.75,17.2,17.55,17.55,17.54,26497276,464781572.7,15218,5177484,19.54,0.5730659025787954,Slight positive
GMRINFRA,EQ,2018-03-14,17.55,17.45,18.2,17.35,17.95,18.0,17.79,25571906,454994309.05,13379,5272690,20.62,2.564102564102555,Positive
GMRINFRA,EQ,2018-03-15,18.0,17.95,18.65,17.9,18.45,18.45,18.38,35692847,656020338.1,19850,4730279,13.25,2.499999999999991,Positive
GMRINFRA,EQ,2018-03-16,18.45,18.6,18.75,17.7,18.05,17.95,18.1,39638989,717402332.3,17704,10344703,26.1,-2.7100271002710064,Negative
GMRINFRA,EQ,2018-03-19,17.95,18.2,18.3,17.45,17.6,17.6,17.8,32078964,570998211.95,20724,6314280,19.68,-1.949860724233976,Negative
GMRINFRA,EQ,2018-03-20,17.6,17.55,18.0,17.35,17.85,17.8,17.81,21469293,382326091.5,13372,3491889,16.26,1.1363636363636243,Positive
GMRINFRA,EQ,2018-03-21,17.8,17.95,18.15,17.75,17.95,17.95,17.95,19977742,358593796.2,10655,3576433,17.9,0.8426966292134797,Slight positive
GMRINFRA,EQ,2018-03-22,17.95,17.95,18.1,17.3,17.5,17.5,17.61,27826430,489958781.45,13175,5336383,19.18,-2.506963788300831,Negative
GMRINFRA,EQ,2018-03-23,17.5,17.0,17.15,16.3,16.6,16.7,16.69,43483709,725821181.55,20425,9939710,22.86,-4.571428571428571,Among top losers
GMRINFRA,EQ,2018-03-26,16.7,16.85,17.1,16.5,17.0,17.0,16.79,34536640,579967177.75,16018,6292656,18.22,1.7964071856287456,Positive
GMRINFRA,EQ,2018-03-27,17.0,17.25,17.7,17.15,17.65,17.55,17.39,26458501,460227727.2,10598,7516358,28.41,3.2352941176470695,Among top gainers
GMRINFRA,EQ,2018-03-28,17.55,17.45,17.6,16.7,16.95,16.85,17.06,66083753,1127470727.35,18525,20729130,31.37,-3.9886039886039892,Among top losers
GMRINFRA,EQ,2018-04-02,16.85,17.25,17.5,17.05,17.45,17.45,17.28,17923895,309765037.2,9209,2786508,15.55,3.5608308605341144,Among top gainers
GMRINFRA,EQ,2018-04-03,17.45,17.25,18.7,17.2,18.6,18.55,17.97,40334764,724766462.05,18527,8491815,21.05,6.303724928366772,Among top gainers
GMRINFRA,EQ,2018-04-04,18.55,18.55,19.25,18.1,18.4,18.25,18.59,52159069,969825852.4,22718,7622937,14.61,-1.6172506738544534,Negative
GMRINFRA,EQ,2018-04-05,18.25,18.8,19.1,18.65,18.8,18.85,18.85,29043547,547351537.7,15221,4440738,15.29,3.287671232876721,Among top gainers
GMRINFRA,EQ,2018-04-06,18.85,18.8,20.25,18.6,20.05,20.1,19.72,115627842,2279864591.75,49794,19274166,16.67,6.6312997347480085,Among top gainers
GMRINFRA,EQ,2018-04-09,20.1,20.0,21.0,19.9,20.55,20.65,20.61,66767420,1375790607.4,30509,14477425,21.68,2.736318407960181,Positive
GMRINFRA,EQ,2018-04-10,20.65,20.85,21.0,20.25,20.9,20.8,20.63,51687785,1066107991.9,19730,6219516,12.03,0.7263922518159882,Slight positive
GMRINFRA,EQ,2018-04-11,20.8,21.0,21.4,20.55,20.7,20.75,20.91,65750851,1375015334.8,33661,7730482,11.76,-0.24038461538461453,Slight or No change
GMRINFRA,EQ,2018-04-12,20.75,20.7,20.95,19.65,19.75,19.75,20.17,69286421,1397784805.25,38110,15547202,22.44,-4.81927710843374,Among top losers
GMRINFRA,EQ,2018-04-13,19.75,19.85,20.35,19.7,20.25,20.2,20.11,45176024,908456356.4,26869,7260373,16.07,2.278481012658218,Positive
GMRINFRA,EQ,2018-04-16,20.2,20.05,20.5,19.75,20.15,20.25,20.21,34088167,688894558.55,15848,7932905,23.27,0.24752475247524774,Slight or No change
GMRINFRA,EQ,2018-04-17,20.25,20.15,20.35,19.9,20.0,20.05,20.08,21440166,430422768.85,11027,3679232,17.16,-0.987654320987652,Slight negative
GMRINFRA,EQ,2018-04-18,20.05,20.05,20.2,19.6,19.8,19.7,19.87,21487532,426996305.8,11187,4537474,21.12,-1.7456359102244412,Negative
GMRINFRA,EQ,2018-04-19,19.7,19.85,20.15,19.55,20.0,19.95,19.8,20655211,408970410.0,8993,3675881,17.8,1.2690355329949332,Positive
GMRINFRA,EQ,2018-04-20,19.95,19.8,19.9,19.3,19.55,19.5,19.56,23081796,451450117.2,11104,3235699,14.02,-2.2556390977443552,Negative
GMRINFRA,EQ,2018-04-23,19.5,19.5,20.05,19.35,19.7,19.65,19.7,23490369,462865717.4,10828,5855760,24.93,0.7692307692307665,Slight positive
GMRINFRA,EQ,2018-04-24,19.65,19.75,21.05,19.45,20.95,20.95,20.53,64852154,1331092450.3,34632,12634939,19.48,6.61577608142494,Among top gainers
GMRINFRA,EQ,2018-04-25,20.95,21.05,21.25,20.1,20.15,20.35,20.56,48634973,999849423.9,22908,12692017,26.1,-2.863961813842475,Negative
GMRINFRA,EQ,2018-04-26,20.35,20.15,20.5,19.65,20.4,20.3,20.09,39870886,801017296.45,18801,7181677,18.01,-0.24570024570025328,Slight or No change
GMRINFRA,EQ,2018-04-27,20.3,20.45,20.6,20.05,20.3,20.35,20.34,24967571,507798183.75,11294,3635345,14.56,0.24630541871921707,Slight or No change
GMRINFRA,EQ,2018-04-30,20.35,20.5,20.7,20.15,20.5,20.5,20.42,20175635,412005160.8,11116,4582058,22.71,0.7371007371007376,Slight positive
GMRINFRA,EQ,2018-05-02,20.5,20.45,20.95,19.8,20.05,20.0,20.4,27348566,557913783.4,12998,4771856,17.45,-2.4390243902439046,Negative
GMRINFRA,EQ,2018-05-03,20.0,20.15,20.2,19.5,19.75,19.9,19.84,22724174,450834949.7,12288,2241651,9.86,-0.5000000000000115,Slight negative
GMRINFRA,EQ,2018-05-04,19.9,19.85,20.05,19.55,19.7,19.65,19.79,13679180,270743160.3,6820,2701760,19.75,-1.2562814070351758,Negative
GMRINFRA,EQ,2018-05-07,19.65,19.8,20.0,19.55,19.7,19.65,19.72,11178894,220397131.65,5906,3125744,27.96,0.0,Slight or No change
GMRINFRA,EQ,2018-05-08,19.65,19.75,20.05,19.55,19.9,19.9,19.79,18253839,361328106.8,7521,3438665,18.84,1.2722646310432628,Positive
GMRINFRA,EQ,2018-05-09,19.9,19.75,19.9,19.45,19.5,19.5,19.67,8683246,170781330.6,6488,2191901,25.24,-2.010050251256279,Negative
GMRINFRA,EQ,2018-05-10,19.5,19.6,19.65,18.5,18.7,18.75,18.95,18687267,354165181.0,11843,4540940,24.3,-3.8461538461538436,Among top losers
GMRINFRA,EQ,2018-05-11,18.75,18.65,18.85,18.35,18.7,18.65,18.6,18087595,336369091.15,10683,3318013,18.34,-0.5333333333333412,Slight negative
GMRINFRA,EQ,2018-05-14,18.65,18.65,18.8,17.85,18.05,18.1,18.18,16844404,306196906.05,10322,2342673,13.91,-2.949061662198371,Negative
GMRINFRA,EQ,2018-05-15,18.1,18.05,18.85,17.6,17.85,17.9,18.21,27428884,499355036.75,11736,4038463,14.72,-1.1049723756906271,Negative
GMRINFRA,EQ,2018-05-16,17.9,17.6,18.5,17.4,18.3,18.25,18.1,21107974,382009357.0,9360,3534500,16.74,1.9553072625698498,Positive
GMRINFRA,EQ,2018-05-17,18.25,18.4,18.7,17.9,18.45,18.5,18.38,17632176,324131768.75,9966,2776000,15.74,1.3698630136986356,Positive
GMRINFRA,EQ,2018-05-18,18.5,18.65,18.65,17.2,17.35,17.35,17.71,36297441,642830598.55,16813,10253907,28.25,-6.216216216216209,Among top losers
GMRINFRA,EQ,2018-05-21,17.35,17.4,17.65,16.85,17.05,17.0,17.18,20494127,352022465.15,13176,3432392,16.75,-2.017291066282434,Negative
GMRINFRA,EQ,2018-05-22,17.0,17.0,17.55,16.4,17.25,17.35,17.07,28521104,486913052.2,20584,3342621,11.72,2.0588235294117796,Positive
GMRINFRA,EQ,2018-05-23,17.35,17.3,17.45,16.85,17.0,16.95,17.14,18208166,312059498.1,10169,3554140,19.52,-2.3054755043227737,Negative
GMRINFRA,EQ,2018-05-24,16.95,17.1,17.45,16.8,17.2,17.2,17.16,19862039,340805569.5,8636,3911642,19.69,1.4749262536873253,Positive
GMRINFRA,EQ,2018-05-25,17.2,17.4,18.05,17.25,18.0,17.9,17.73,26252295,465554156.6,11717,4774058,18.19,4.06976744186045,Among top gainers
GMRINFRA,EQ,2018-05-28,17.9,18.1,18.75,18.0,18.3,18.4,18.38,25208689,463374476.45,12454,3647198,14.47,2.7932960893854775,Positive
GMRINFRA,EQ,2018-05-29,18.4,18.4,18.6,17.9,18.15,18.2,18.24,20105048,366815703.7,8889,1925227,9.58,-1.0869565217391242,Negative
GMRINFRA,EQ,2018-05-30,18.2,18.1,18.7,18.0,18.25,18.25,18.32,23175343,424606484.65,10781,3033105,13.09,0.27472527472527375,Slight or No change
GMRINFRA,EQ,2018-05-31,18.25,18.25,18.4,17.5,17.85,18.15,18.05,67818479,1223955503.55,20740,20993940,30.96,-0.5479452054794609,Slight negative
GMRINFRA,EQ,2018-06-01,18.15,17.9,17.9,14.55,16.65,16.75,16.11,154933751,2495554107.05,64665,26784043,17.29,-7.713498622589521,Bull run
GMRINFRA,EQ,2018-06-04,16.75,16.5,17.3,16.1,16.5,16.35,16.61,41194550,684074902.5,18546,9192485,22.31,-2.3880597014925287,Negative
GMRINFRA,EQ,2018-06-05,16.35,16.35,16.45,15.05,15.95,15.9,15.94,53840135,858074649.85,21159,16665311,30.95,-2.752293577981657,Negative
GMRINFRA,EQ,2018-06-06,15.9,16.0,16.5,15.7,16.2,16.25,16.1,28252887,454806490.2,13502,4379769,15.5,2.2012578616352085,Positive
GMRINFRA,EQ,2018-06-07,16.25,16.5,17.25,16.45,16.8,16.85,16.82,45500467,765247885.95,20288,6978935,15.34,3.692307692307706,Among top gainers
GMRINFRA,EQ,2018-06-08,16.85,16.75,16.75,16.1,16.3,16.35,16.39,24778418,406118560.25,14217,5832648,23.54,-2.9673590504451064,Negative
GMRINFRA,EQ,2018-06-11,16.35,16.4,16.55,16.1,16.2,16.25,16.29,21309277,347086011.45,9990,4647657,21.81,-0.6116207951070374,Slight negative
GMRINFRA,EQ,2018-06-12,16.25,16.5,16.75,16.3,16.55,16.55,16.52,24086708,398009975.95,17526,3611242,14.99,1.846153846153853,Positive
GMRINFRA,EQ,2018-06-13,16.55,16.6,16.65,16.1,16.3,16.25,16.32,22024014,359495163.55,9919,5230939,23.75,-1.812688821752273,Negative
GMRINFRA,EQ,2018-06-14,16.25,16.25,16.35,16.05,16.15,16.1,16.16,11577091,187085140.9,6355,2108262,18.21,-0.9230769230769154,Slight negative
GMRINFRA,EQ,2018-06-15,16.1,16.15,16.2,15.65,15.8,15.9,15.92,17632149,280623175.35,10931,3782056,21.45,-1.2422360248447228,Negative
GMRINFRA,EQ,2018-06-18,15.9,15.85,16.25,15.6,15.85,15.9,15.89,22287012,354075780.15,11576,5317514,23.86,0.0,Slight or No change
GMRINFRA,EQ,2018-06-19,15.9,15.7,15.85,15.4,15.6,15.55,15.58,30141737,469691843.35,12462,9949240,33.01,-2.2012578616352196,Negative
GMRINFRA,EQ,2018-06-20,15.55,15.6,16.05,15.55,15.7,15.75,15.76,18575115,292705128.0,9178,5131119,27.62,1.2861736334405016,Positive
GMRINFRA,EQ,2018-06-21,15.75,15.9,16.1,15.65,15.95,15.95,15.85,16716693,264907178.9,7827,3658139,21.88,1.2698412698412653,Positive
GMRINFRA,EQ,2018-06-22,15.95,16.0,16.25,15.85,15.95,16.0,16.05,16050020,257562638.15,9592,3869622,24.11,0.31347962382446415,Slight or No change
GMRINFRA,EQ,2018-06-25,16.0,15.95,16.25,15.7,15.95,15.95,15.97,22910606,365914884.95,8251,5487448,23.95,-0.31250000000000444,Slight or No change
GMRINFRA,EQ,2018-06-26,15.95,15.95,16.7,15.85,15.85,16.25,16.38,57191867,936597191.95,22389,10930000,19.11,1.8808777429467183,Positive
GMRINFRA,EQ,2018-06-27,16.25,16.0,16.1,15.4,15.5,15.6,15.77,37633607,593537419.55,14717,8820668,23.44,-4.0000000000000036,Among top losers
GMRINFRA,EQ,2018-06-28,15.6,15.5,15.8,15.05,15.2,15.25,15.36,91941053,1411825627.15,22783,38465005,41.84,-2.2435897435897467,Negative
GMRINFRA,EQ,2018-06-29,15.25,15.5,15.7,15.15,15.4,15.3,15.34,28240543,433069619.0,12593,7931625,28.09,0.3278688524590123,Slight or No change
GMRINFRA,EQ,2018-07-02,15.3,15.4,16.0,15.15,15.7,15.8,15.6,36693089,572278514.45,21476,9149062,24.93,3.267973856209161,Among top gainers
GMRINFRA,EQ,2018-07-03,15.8,15.75,16.1,15.5,15.95,16.0,15.83,32351704,512038473.85,16912,7365482,22.77,1.2658227848101111,Positive
GMRINFRA,EQ,2018-07-04,16.0,16.0,16.6,15.95,16.5,16.5,16.26,28704974,466839833.25,17708,6779556,23.62,3.125,Among top gainers
GMRINFRA,EQ,2018-07-05,16.5,16.5,16.6,15.95,16.1,16.05,16.19,17596783,284869469.6,6944,4210213,23.93,-2.7272727272727226,Negative
GMRINFRA,EQ,2018-07-06,16.05,16.15,16.4,16.0,16.3,16.25,16.27,17497591,284641915.3,12738,2189777,12.51,1.2461059190031154,Positive
GMRINFRA,EQ,2018-07-09,16.25,16.35,16.5,16.15,16.4,16.3,16.36,21127173,345590865.45,28342,6154935,29.13,0.3076923076923199,Slight or No change
GMRINFRA,EQ,2018-07-10,16.3,16.35,17.15,16.35,17.1,17.05,16.8,42613445,715845994.75,28263,14927836,35.03,4.601226993865026,Among top gainers
GMRINFRA,EQ,2018-07-11,17.05,17.05,17.45,16.75,17.05,17.05,17.16,40824537,700347931.65,37493,12217139,29.93,0.0,Slight or No change
GMRINFRA,EQ,2018-07-12,17.05,17.35,18.75,17.1,18.05,18.0,18.07,76809684,1387724860.55,52598,18467762,24.04,5.571847507331373,Among top gainers
GMRINFRA,EQ,2018-07-13,18.0,18.2,18.25,17.35,17.85,17.8,17.69,46484856,822154898.25,31924,11677323,25.12,-1.1111111111111072,Negative
GMRINFRA,EQ,2018-07-16,17.8,17.8,18.1,17.4,17.45,17.55,17.78,38774298,689316814.45,24445,16989638,43.82,-1.4044943820224698,Negative
GMRINFRA,EQ,2018-07-17,17.55,17.55,18.3,17.45,18.15,18.2,18.02,28710041,517347615.65,30782,8148399,28.38,3.703703703703698,Among top gainers
GMRINFRA,EQ,2018-07-18,18.2,18.3,18.4,17.65,18.0,18.0,18.01,44093411,793973472.2,38546,10335422,23.44,-1.098901098901095,Negative
GMRINFRA,EQ,2018-07-19,18.0,18.05,18.3,17.7,18.0,18.0,18.02,35286322,635933729.4,23987,8074282,22.88,0.0,Slight or No change
GMRINFRA,EQ,2018-07-20,18.0,18.05,18.25,17.8,17.85,17.85,17.99,44841997,806888291.1,14797,30393278,67.78,-0.8333333333333304,Slight negative
GMRINFRA,EQ,2018-07-23,17.85,17.85,18.45,17.8,18.25,18.3,18.11,72466833,1312436975.9,23029,43555018,60.1,2.5210084033613356,Positive
GMRINFRA,EQ,2018-07-24,18.3,18.4,19.5,18.1,18.7,18.7,18.66,66494233,1240512847.0,33926,21570105,32.44,2.1857923497267784,Positive
GMRINFRA,EQ,2018-07-25,18.7,18.7,18.75,18.0,18.15,18.1,18.4,20592593,378833478.3,16595,4565759,22.17,-3.208556149732611,Among top losers
GMRINFRA,EQ,2018-07-26,18.1,18.1,18.55,17.7,17.85,17.85,18.06,35892530,648385020.8,30250,8425541,23.47,-1.3812154696132617,Negative
GMRINFRA,EQ,2018-07-27,17.85,17.85,18.35,17.85,18.0,18.0,18.02,19920494,358968996.5,14409,7154443,35.91,0.8403361344537785,Slight positive
GMRINFRA,EQ,2018-07-30,18.0,18.0,18.2,17.9,18.05,18.0,18.03,23439187,422630672.35,16656,8654786,36.92,0.0,Slight or No change
GMRINFRA,EQ,2018-07-31,18.0,18.05,18.15,17.3,17.8,17.75,17.81,26436578,470787075.0,13893,7704466,29.14,-1.388888888888884,Negative
GMRINFRA,EQ,2018-08-01,17.75,17.9,18.25,17.7,18.0,18.0,17.92,25357253,454426719.45,15091,9520728,37.55,1.4084507042253502,Positive
GMRINFRA,EQ,2018-08-02,18.0,18.0,18.55,17.85,18.25,18.25,18.18,29704134,540035063.25,12617,6362020,21.42,1.388888888888884,Positive
GMRINFRA,EQ,2018-08-03,18.25,18.3,18.5,17.75,17.95,17.95,18.13,31528688,571762560.5,25909,6657469,21.12,-1.6438356164383605,Negative
GMRINFRA,EQ,2018-08-06,17.95,18.05,18.2,17.9,18.05,18.0,18.01,9552041,172010241.2,8150,3820867,40.0,0.278551532033422,Slight or No change
GMRINFRA,EQ,2018-08-07,18.0,18.05,18.15,17.55,17.95,17.95,17.87,18829364,336459343.25,13484,6231809,33.1,-0.2777777777777768,Slight or No change
GMRINFRA,EQ,2018-08-08,17.95,18.0,18.1,17.75,17.9,17.85,17.9,9762026,174779308.2,5407,2331977,23.89,-0.557103064066844,Slight negative
GMRINFRA,EQ,2018-08-09,17.85,17.9,18.95,17.8,18.65,18.6,18.38,49022365,901220933.8,19233,15276222,31.16,4.201680672268915,Among top gainers
GMRINFRA,EQ,2018-08-10,18.6,18.6,18.75,17.75,17.85,17.9,18.06,29922715,540528325.2,14310,8174476,27.32,-3.7634408602150726,Among top losers
GMRINFRA,EQ,2018-08-13,17.9,17.75,17.95,17.5,17.85,17.75,17.79,14139447,251488061.65,6657,4092191,28.94,-0.8379888268156388,Slight negative
GMRINFRA,EQ,2018-08-14,17.75,17.8,17.95,17.75,17.75,17.85,17.86,13591781,242746979.4,6959,4020741,29.58,0.5633802816901401,Slight positive
GMRINFRA,EQ,2018-08-16,17.85,17.55,18.3,17.25,17.55,17.65,17.84,36180461,645300802.2,17375,9666733,26.72,-1.120448179271727,Negative
GMRINFRA,EQ,2018-08-17,17.65,17.75,19.35,17.75,19.2,19.1,18.81,99608947,1873337857.75,47452,14825345,14.88,8.215297450424952,Bear drop
GMRINFRA,EQ,2018-08-20,19.1,19.2,20.4,19.1,20.05,20.05,19.78,63737312,1260823901.2,37153,8497805,13.33,4.973821989528782,Among top gainers
GMRINFRA,EQ,2018-08-21,20.05,20.15,20.25,19.5,19.7,19.75,19.82,28786086,570649146.3,34207,4328857,15.04,-1.4962593516209544,Negative
GMRINFRA,EQ,2018-08-23,19.75,19.7,20.1,19.3,19.5,19.45,19.57,15359561,300622682.45,23076,2178590,14.18,-1.51898734177216,Negative
GMRINFRA,EQ,2018-08-24,19.45,19.5,19.6,18.9,19.1,19.15,19.16,17910593,343235412.75,21438,3144022,17.55,-1.5424164524421635,Negative
GMRINFRA,EQ,2018-08-27,19.15,19.2,19.4,18.85,19.3,19.2,19.16,14094428,270074246.0,7049,2699987,19.16,0.26109660574413773,Slight or No change
GMRINFRA,EQ,2018-08-28,19.2,19.15,19.4,18.6,19.05,19.05,19.01,35530486,675264178.05,14501,14447441,40.66,-0.7812499999999889,Slight negative
GMRINFRA,EQ,2018-08-29,19.05,19.0,20.0,18.9,19.95,19.75,19.44,46911503,912167493.5,18597,21710300,46.28,3.6745406824146842,Among top gainers
GMRINFRA,EQ,2018-08-30,19.75,19.9,20.25,19.55,20.0,20.0,20.0,35917262,718403881.9,15608,9173914,25.54,1.2658227848101333,Positive
GMRINFRA,EQ,2018-08-31,20.0,20.0,21.25,19.75,21.0,21.1,20.58,57083989,1175060301.35,26400,9797441,17.16,5.500000000000016,Among top gainers
GMRINFRA,EQ,2018-09-03,21.1,21.05,21.5,20.05,20.1,20.25,20.89,42973913,897542712.95,22451,5276046,12.28,-4.028436018957349,Among top losers
GMRINFRA,EQ,2018-09-04,20.25,20.1,20.35,19.05,19.35,19.25,19.59,31379534,614738007.1,18625,3560480,11.35,-4.938271604938271,Among top losers
GMRINFRA,EQ,2018-09-05,19.25,19.4,19.7,18.8,19.5,19.55,19.32,33904665,655032680.1,16191,3035704,8.95,1.558441558441559,Positive
GMRINFRA,EQ,2018-09-06,19.55,19.5,19.75,19.1,19.15,19.25,19.35,15220670,294509548.35,12175,2009158,13.2,-1.534526854219953,Negative
GMRINFRA,EQ,2018-09-07,19.25,19.2,19.6,18.9,19.25,19.35,19.25,15742882,303059030.8,7299,1532860,9.74,0.5194805194805197,Slight positive
